StateWellNumber,County,RiverBasin,GridNumber,MajorMinorAquifer,LatitudeDD,LongitudeDD,Date,WaterLevel,WaterElevation
148902,Dallam,Canadian,1489,Ogallala,36.2513889,-103.0041667,2/9/2022,204.62,4326.38
164301,Dallam,Canadian,1643,Ogallala,36.1197222,-103.0011111,2/10/2022,264.85,4174.15
233604,Dallam,Canadian,2336,Ogallala,36.439722,-102.890834,2/8/2022,196.45,4339.55
235404,Dallam,Canadian,2354,Ogallala,36.446667,-102.739445,1/31/2022,230.1,4080.9
235803,Dallam,Canadian,2358,Ogallala,36.388889,-102.700001,2/18/2022,255.9,4080.1
236903,Dallam,Canadian,2369,Ogallala,36.4111111,-102.5402778,2/18/2022,138.2,3996.8
239902,Sherman,Canadian,2399,Ogallala,36.3841667,-102.1338889,2/16/2022,345.15,3406.85
240403,Sherman,Canadian,2404,Ogallala,36.443889,-102.098611,2/16/2022,358.85,3375.15
240405,Sherman,Canadian,2404,Ogallala,36.429722,-102.116389,2/16/2022,358.9,3385.1
240601,Sherman,Canadian,2406,Ogallala,36.4402778,-102.0266667,2/16/2022,296.95,3333.05
241304,Dallam,Canadian,2413,Ogallala,36.345,-102.8825,2/8/2022,81.35,4317.65
241305,Dallam,Canadian,2413,Ogallala,36.359723,-102.891945,2/8/2022,266,4156
242903,Dallam,Canadian,2429,Ogallala,36.279167,-102.759167,2/22/2022,262.9,4003.1
244601,Dallam,Canadian,2446,Ogallala,36.321944,-102.525278,2/22/2022,187.4,3904.6
245301,Dallam,Canadian,2453,Ogallala,36.370833,-102.393889,2/16/2022,311.57,3643.43
246102,Dallam,Canadian,2461,Ogallala,36.3416667,-102.3563889,2/16/2022,332.51,3596.49
247603,Sherman,Canadian,2476,Ogallala,36.312778,-102.146389,2/16/2022,356.2,3377.8
248102,Sherman,Canadian,2481,Ogallala,36.370278,-102.109167,2/16/2022,346.7,3359.3
248213,Sherman,Canadian,2482,Ogallala,36.338611,-102.064723,2/16/2022,320,3369
248901,Sherman,Canadian,2489,Ogallala,36.284722,-102.016944,1/31/2022,324.71,3307.29
249201,Dallam,Canadian,2492,Ogallala,36.241389,-102.932778,2/9/2022,252.8,4179.2
249801,Dallam,Canadian,2498,Ogallala,36.148611,-102.941111,2/10/2022,284.68,4091.32
250701,Dallam,Canadian,2507,Ogallala,36.160556,-102.850556,2/14/2022,311.13,4018.87
251501,Dallam,Canadian,2515,Ogallala,36.168889,-102.698334,2/14/2022,400.53,3779.47
252301,Dallam,Canadian,2523,Ogallala,36.231111,-102.512223,2/8/2022,375.8,3688.2
252601,Dallam,Canadian,2526,Ogallala,36.205556,-102.522222,2/8/2022,410.73,3669.27
252801,Dallam,Canadian,2528,Ogallala,36.156389,-102.582222,2/8/2022,414.46,3666.54
253601,Dallam,Canadian,2536,Ogallala,36.197222,-102.396111,2/16/2022,322.21,3640.79
253901,Dallam,Canadian,2539,Ogallala,36.137222,-102.409445,2/16/2022,428.95,3551.05
254701,Dallam,Canadian,2547,Ogallala,36.146945,-102.358056,2/10/2022,486.9,3455.1
255301,Sherman,Canadian,2553,Ogallala,36.241389,-102.133055,1/31/2022,342.48,3379.52
255802,Dallam,Canadian,2558,Ogallala,36.127222,-102.186945,2/16/2022,397.97,3379.03
255903,Sherman,Canadian,2559,Ogallala,36.1538889,-102.1336111,1/31/2022,328.24,3384.76
256601,Sherman,Canadian,2566,Ogallala,36.1975,-102.007778,1/31/2022,287.59,3308.41
257307,Dallam,Canadian,2573,Ogallala,36.083889,-102.902223,2/14/2022,365.53,3931.47
257501,Dallam,Canadian,2575,Ogallala,36.082778,-102.956389,2/14/2022,238.58,4124.42
257606,Hartley,Canadian,2576,Ogallala,36.0461111,-102.91,2/18/2022,367.67,3952.33
258102,Dallam,Canadian,2581,Ogallala,36.086389,-102.860278,2/14/2022,324.88,3950.12
258701,Hartley,Canadian,2587,Ogallala,36.0294444,-102.8463889,2/18/2022,443.52,3793.48
258803,Hartley,Canadian,2588,Ogallala,36.0225,-102.8158333,2/18/2022,392.12,3821.88
259201,Dallam,Canadian,2592,Ogallala,36.112501,-102.67,2/8/2022,415.88,3696.12
259403,Hartley,Canadian,2594,Ogallala,36.044722,-102.742778,2/22/2022,371.43,3788.57
259802,Hartley,Canadian,2598,Ogallala,36.0077778,-102.6738889,2/22/2022,262.54,3816.46
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,1/1/2022,417.86,3591.14
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,1/2/2022,417.76,3591.24
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,1/3/2022,417.84,3591.16
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,1/4/2022,417.88,3591.12
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,1/5/2022,417.87,3591.13
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,1/6/2022,417.81,3591.19
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,1/7/2022,417.85,3591.15
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,1/8/2022,417.93,3591.07
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,1/9/2022,417.86,3591.14
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,1/10/2022,417.8,3591.2
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,1/11/2022,417.79,3591.21
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,1/12/2022,417.77,3591.23
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,1/13/2022,417.78,3591.22
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,1/14/2022,417.82,3591.18
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,1/15/2022,417.75,3591.25
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,1/16/2022,417.74,3591.26
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,1/17/2022,417.76,3591.24
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,1/18/2022,417.81,3591.19
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,1/19/2022,417.83,3591.17
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,1/20/2022,417.73,3591.27
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,1/21/2022,417.74,3591.26
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,1/22/2022,417.75,3591.25
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,1/23/2022,417.77,3591.23
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,1/24/2022,417.8,3591.2
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,1/25/2022,417.77,3591.23
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,1/26/2022,417.78,3591.22
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,1/27/2022,417.76,3591.24
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,1/28/2022,417.75,3591.25
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,1/29/2022,417.79,3591.21
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,1/30/2022,417.78,3591.22
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,1/31/2022,417.81,3591.19
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,2/1/2022,417.82,3591.18
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,2/2/2022,417.78,3591.22
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,2/3/2022,417.74,3591.26
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,2/4/2022,417.71,3591.29
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,2/5/2022,417.8,3591.2
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,2/6/2022,417.81,3591.19
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,2/7/2022,417.77,3591.23
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,2/8/2022,417.8,3591.2
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,2/9/2022,417.78,3591.22
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,2/10/2022,417.81,3591.19
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,2/11/2022,417.83,3591.17
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,2/12/2022,417.8,3591.2
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,2/13/2022,417.79,3591.21
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,2/14/2022,417.81,3591.19
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,2/15/2022,417.81,3591.19
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,2/16/2022,417.87,3591.13
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,2/17/2022,417.85,3591.15
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,2/18/2022,417.84,3591.16
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,2/19/2022,417.87,3591.13
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,2/20/2022,417.91,3591.09
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,2/21/2022,417.94,3591.06
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,2/22/2022,417.92,3591.08
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,2/23/2022,417.87,3591.13
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,2/24/2022,417.89,3591.11
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,2/25/2022,417.87,3591.13
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,2/26/2022,417.87,3591.13
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,2/27/2022,417.88,3591.12
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,2/28/2022,417.98,3591.02
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,3/1/2022,417.92,3591.08
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,3/2/2022,417.94,3591.06
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,3/3/2022,417.96,3591.04
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,3/4/2022,418,3591
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,3/5/2022,418.06,3590.94
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,3/6/2022,418.06,3590.94
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,3/7/2022,418.05,3590.95
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,3/8/2022,418,3591
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,3/9/2022,418.01,3590.99
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,3/10/2022,417.97,3591.03
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,3/11/2022,418.01,3590.99
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,3/12/2022,417.99,3591.01
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,3/13/2022,418.04,3590.96
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,3/14/2022,418.15,3590.85
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,3/15/2022,418.1,3590.9
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,3/16/2022,418.16,3590.84
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,3/17/2022,418.22,3590.78
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,3/18/2022,418.19,3590.81
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,3/19/2022,418.18,3590.82
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,3/20/2022,418.25,3590.75
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,3/21/2022,418.28,3590.72
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,3/22/2022,418.24,3590.76
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,3/23/2022,418.28,3590.72
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,3/24/2022,418.27,3590.73
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,3/25/2022,418.31,3590.69
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,3/26/2022,418.32,3590.68
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,3/27/2022,418.36,3590.64
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,3/28/2022,418.36,3590.64
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,3/29/2022,418.45,3590.55
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,3/30/2022,418.43,3590.57
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,3/31/2022,418.46,3590.54
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,4/1/2022,418.47,3590.53
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,4/2/2022,418.44,3590.56
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,4/3/2022,418.52,3590.48
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,4/4/2022,418.49,3590.51
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,4/5/2022,418.54,3590.46
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,4/6/2022,418.54,3590.46
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,4/7/2022,418.5,3590.5
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,4/8/2022,418.5,3590.5
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,4/9/2022,418.52,3590.48
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,4/10/2022,418.59,3590.41
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,4/11/2022,418.58,3590.42
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,4/12/2022,418.66,3590.34
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,4/13/2022,418.66,3590.34
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,4/14/2022,418.62,3590.38
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,4/15/2022,418.69,3590.31
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,4/16/2022,418.67,3590.33
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,4/17/2022,418.67,3590.33
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,4/18/2022,418.68,3590.32
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,4/19/2022,418.69,3590.31
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,4/20/2022,418.76,3590.24
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,4/21/2022,418.77,3590.23
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,4/22/2022,418.81,3590.19
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,4/23/2022,418.83,3590.17
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,4/24/2022,418.79,3590.21
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,4/25/2022,418.78,3590.22
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,4/26/2022,418.77,3590.23
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,4/27/2022,418.81,3590.19
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,4/28/2022,418.82,3590.18
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,4/29/2022,418.84,3590.16
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,4/30/2022,418.89,3590.11
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,5/1/2022,418.86,3590.14
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,5/2/2022,418.9,3590.1
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,5/3/2022,418.87,3590.13
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,5/4/2022,418.9,3590.1
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,5/5/2022,418.87,3590.13
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,5/6/2022,418.9,3590.1
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,5/7/2022,418.95,3590.05
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,5/8/2022,419.01,3589.99
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,5/9/2022,419.02,3589.98
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,5/10/2022,418.99,3590.01
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,5/11/2022,419.02,3589.98
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,5/12/2022,419.04,3589.96
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,5/13/2022,419,3590
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,5/14/2022,419,3590
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,5/15/2022,419.01,3589.99
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,5/16/2022,418.99,3590.01
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,5/17/2022,419,3590
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,5/18/2022,419.03,3589.97
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,5/19/2022,419.03,3589.97
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,5/20/2022,419.04,3589.96
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,5/21/2022,419.02,3589.98
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,5/22/2022,419,3590
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,5/23/2022,419.01,3589.99
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,5/24/2022,419.02,3589.98
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,5/25/2022,419,3590
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,5/26/2022,418.98,3590.02
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,5/27/2022,418.99,3590.01
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,5/28/2022,419.01,3589.99
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,5/29/2022,419.05,3589.95
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,5/30/2022,419.07,3589.93
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,5/31/2022,419.1,3589.9
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,6/1/2022,419.09,3589.91
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,6/2/2022,419.1,3589.9
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,6/3/2022,419.1,3589.9
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,6/4/2022,419.09,3589.91
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,6/5/2022,419.1,3589.9
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,6/6/2022,419.11,3589.89
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,6/7/2022,419.11,3589.89
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,6/8/2022,419.09,3589.91
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,6/9/2022,419.08,3589.92
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,6/10/2022,419.09,3589.91
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,6/11/2022,419.13,3589.87
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,6/12/2022,419.15,3589.85
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,6/13/2022,419.19,3589.81
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,6/14/2022,419.22,3589.78
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,6/15/2022,419.21,3589.79
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,6/16/2022,419.22,3589.78
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,6/17/2022,419.21,3589.79
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,6/18/2022,419.19,3589.81
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,6/19/2022,419.2,3589.8
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,6/20/2022,419.2,3589.8
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,6/21/2022,419.18,3589.82
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,6/22/2022,419.14,3589.86
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,6/23/2022,419.16,3589.84
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,6/24/2022,419.18,3589.82
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,6/25/2022,419.19,3589.81
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,6/26/2022,419.16,3589.84
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,6/27/2022,419.15,3589.85
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,6/28/2022,419.12,3589.88
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,6/29/2022,419.16,3589.84
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,6/30/2022,419.18,3589.82
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,7/1/2022,419.16,3589.84
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,7/2/2022,419.17,3589.83
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,7/3/2022,419.18,3589.82
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,7/4/2022,419.22,3589.78
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,7/5/2022,419.21,3589.79
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,7/6/2022,419.24,3589.76
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,7/7/2022,419.25,3589.75
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,7/8/2022,419.23,3589.77
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,7/9/2022,419.22,3589.78
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,7/10/2022,419.23,3589.77
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,7/11/2022,419.24,3589.76
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,7/12/2022,419.23,3589.77
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,7/13/2022,419.23,3589.77
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,7/14/2022,419.28,3589.72
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,7/15/2022,419.29,3589.71
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,7/16/2022,419.36,3589.64
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,7/17/2022,419.33,3589.67
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,7/18/2022,419.32,3589.68
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,7/19/2022,419.35,3589.65
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,7/20/2022,419.36,3589.64
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,7/21/2022,419.37,3589.63
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,7/22/2022,419.39,3589.61
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,7/23/2022,419.44,3589.56
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,7/24/2022,419.45,3589.55
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,7/25/2022,419.47,3589.53
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,7/26/2022,419.47,3589.53
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,7/27/2022,419.5,3589.5
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,7/28/2022,419.52,3589.48
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,7/29/2022,419.53,3589.47
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,7/30/2022,419.54,3589.46
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,7/31/2022,419.54,3589.46
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,8/1/2022,419.58,3589.42
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,8/2/2022,419.61,3589.39
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,8/3/2022,419.64,3589.36
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,8/4/2022,419.64,3589.36
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,8/5/2022,419.67,3589.33
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,8/6/2022,419.68,3589.32
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,8/7/2022,419.66,3589.34
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,8/8/2022,419.67,3589.33
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,8/9/2022,419.7,3589.3
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,8/10/2022,419.72,3589.28
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,8/11/2022,419.7,3589.3
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,8/12/2022,419.69,3589.31
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,8/13/2022,419.7,3589.3
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,8/14/2022,419.73,3589.27
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,8/15/2022,419.75,3589.25
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,8/16/2022,419.78,3589.22
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,8/17/2022,419.78,3589.22
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,8/18/2022,419.78,3589.22
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,8/19/2022,419.8,3589.2
260303,Dallam,Canadian,2603,Ogallala,36.1241667,-102.5086111,8/20/2022,419.82,3589.18
